Line,Smell,Number of Lines,Threshold_nol,Number of Children,Threshold_noc,File
41,long class,1726,200,79,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_notification_emails.py
46,long class,203,200,9,20,../input_projects/multi_projects/zulip/zerver/tests/test_user_groups.py
252,long class,1264,200,28,20,../input_projects/multi_projects/zulip/zerver/tests/test_user_groups.py
29,long class,205,200,8,20,../input_projects/multi_projects/zulip/zerver/tests/test_email_notifications.py
237,long class,308,200,8,20,../input_projects/multi_projects/zulip/zerver/tests/test_email_notifications.py
41,long class,367,200,22,20,../input_projects/multi_projects/zulip/zerver/tests/test_validators.py
26,long class,684,200,19,20,../input_projects/multi_projects/zulip/zerver/tests/test_scheduled_messages.py
14,long class,385,200,19,20,../input_projects/multi_projects/zulip/zerver/tests/test_muted_users.py
41,long class,515,200,19,20,../input_projects/multi_projects/zulip/zerver/tests/test_digest.py
82,long class,731,200,27,20,../input_projects/multi_projects/zulip/zerver/tests/test_queue_worker.py
79,long class,377,200,28,20,../input_projects/multi_projects/zulip/zerver/tests/test_external.py
268,long class,4474,200,98,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_edit.py
4745,long class,304,200,15,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_edit.py
13,long class,321,200,17,20,../input_projects/multi_projects/zulip/zerver/tests/test_create_video_call.py
40,long class,524,200,34,20,../input_projects/multi_projects/zulip/zerver/tests/test_typed_endpoint.py
120,long class,667,200,27,20,../input_projects/multi_projects/zulip/zerver/tests/test_scim.py
348,long class,418,200,19,20,../input_projects/multi_projects/zulip/zerver/tests/test_signup.py
769,long class,317,200,22,20,../input_projects/multi_projects/zulip/zerver/tests/test_signup.py
1234,long class,857,200,24,20,../input_projects/multi_projects/zulip/zerver/tests/test_signup.py
2094,long class,2001,200,59,20,../input_projects/multi_projects/zulip/zerver/tests/test_signup.py
16,long class,387,200,15,20,../input_projects/multi_projects/zulip/zerver/tests/test_widgets.py
104,long class,505,200,72,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_fetch.py
612,long class,296,200,3,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_fetch.py
1057,long class,579,200,2,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_fetch.py
1639,long class,2581,200,71,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_fetch.py
115,long class,1398,200,27,20,../input_projects/multi_projects/zulip/zerver/tests/test_slack_importer.py
55,long class,883,200,33,20,../input_projects/multi_projects/zulip/zerver/tests/test_upload.py
941,long class,449,200,16,20,../input_projects/multi_projects/zulip/zerver/tests/test_upload.py
179,long class,476,200,20,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
877,long class,1064,200,39,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
1944,long class,1346,200,48,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
3461,long class,205,200,9,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
3669,long class,232,200,11,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
3904,long class,512,200,19,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
4439,long class,352,200,16,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
4830,long class,206,200,12,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
5524,long class,298,200,18,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
6082,long class,423,200,24,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
6508,long class,437,200,24,20,../input_projects/multi_projects/zulip/zerver/tests/test_auth_backends.py
15,long class,672,200,27,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_edit_notifications.py
101,long class,733,200,35,20,../input_projects/multi_projects/zulip/zerver/tests/test_users.py
1113,long class,399,200,12,20,../input_projects/multi_projects/zulip/zerver/tests/test_users.py
1515,long class,387,200,14,20,../input_projects/multi_projects/zulip/zerver/tests/test_users.py
1905,long class,395,200,2,20,../input_projects/multi_projects/zulip/zerver/tests/test_users.py
2335,long class,370,200,8,20,../input_projects/multi_projects/zulip/zerver/tests/test_users.py
70,long class,1375,200,49,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_send.py
1448,long class,819,200,24,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_send.py
2777,long class,233,200,8,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_send.py
126,long class,1049,200,46,20,../input_projects/multi_projects/zulip/zerver/tests/test_event_queue.py
1240,long class,261,200,8,20,../input_projects/multi_projects/zulip/zerver/tests/test_event_queue.py
259,long class,204,200,4,20,../input_projects/multi_projects/zulip/zerver/tests/test_events.py
466,long class,3021,200,113,20,../input_projects/multi_projects/zulip/zerver/tests/test_events.py
3490,long class,308,200,6,20,../input_projects/multi_projects/zulip/zerver/tests/test_events.py
3983,long class,376,200,5,20,../input_projects/multi_projects/zulip/zerver/tests/test_events.py
34,long class,1021,200,17,20,../input_projects/multi_projects/zulip/zerver/tests/test_rocketchat_importer.py
12,long class,371,200,11,20,../input_projects/multi_projects/zulip/zerver/tests/test_realm_linkifiers.py
28,long class,233,200,11,20,../input_projects/multi_projects/zulip/zerver/tests/test_upload_local.py
42,long class,494,200,21,20,../input_projects/multi_projects/zulip/zerver/tests/test_upload_s3.py
34,long class,916,200,18,20,../input_projects/multi_projects/zulip/zerver/tests/test_mattermost_importer.py
206,long class,1496,200,54,20,../input_projects/multi_projects/zulip/zerver/tests/test_invite.py
1705,long class,526,200,13,20,../input_projects/multi_projects/zulip/zerver/tests/test_invite.py
2265,long class,372,200,19,20,../input_projects/multi_projects/zulip/zerver/tests/test_invite.py
169,long class,277,200,10,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_flags.py
704,long class,472,200,9,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_flags.py
1179,long class,423,200,12,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_flags.py
1619,long class,759,200,12,20,../input_projects/multi_projects/zulip/zerver/tests/test_message_flags.py
306,long class,731,200,25,20,../input_projects/multi_projects/zulip/zerver/tests/test_link_embed.py
398,long class,2800,200,124,20,../input_projects/multi_projects/zulip/zerver/tests/test_markdown.py
31,long class,372,200,19,20,../input_projects/multi_projects/zulip/zerver/tests/test_email_change.py
26,long class,472,200,23,20,../input_projects/multi_projects/zulip/zerver/tests/test_settings.py
8,long class,451,200,5,20,../input_projects/multi_projects/zulip/zerver/tests/test_notification_data.py
21,long class,215,200,10,20,../input_projects/multi_projects/zulip/zerver/tests/test_reactions.py
409,long class,222,200,3,20,../input_projects/multi_projects/zulip/zerver/tests/test_reactions.py
675,long class,221,200,15,20,../input_projects/multi_projects/zulip/zerver/tests/test_reactions.py
78,long class,206,200,15,20,../input_projects/multi_projects/zulip/zerver/management/commands/makemessages.py
16,long class,203,200,3,20,../input_projects/multi_projects/zulip/zerver/management/commands/export.py
37,long class,205,200,6,20,../input_projects/multi_projects/zulip/zerver/management/commands/export_search.py
90,long class,201,200,10,20,../input_projects/multi_projects/zulip/zerver/tornado/handlers.py
77,long class,227,200,13,20,../input_projects/multi_projects/zulip/zerver/tornado/event_queue.py
240,long class,539,200,20,20,../input_projects/multi_projects/zulip/zerver/lib/narrow.py
593,long class,790,200,26,20,../input_projects/multi_projects/zulip/zerver/lib/markdown/__init__.py
2155,long class,220,200,9,20,../input_projects/multi_projects/zulip/zerver/lib/markdown/__init__.py
62,long class,202,200,4,20,../input_projects/multi_projects/zulip/zerver/lib/markdown/api_arguments_table_generator.py
356,long class,439,200,14,20,../input_projects/multi_projects/zulip/zerver/lib/message.py
11,long class,249,200,8,20,../input_projects/multi_projects/zulip/zerver/lib/notification_data.py
26,long class,311,200,12,20,../input_projects/multi_projects/zulip/zerver/lib/scim.py
49,long class,105,200,23,20,../input_projects/multi_projects/zulip/zerver/lib/test_console_output.py
154,long class,1833,200,114,20,../input_projects/multi_projects/zulip/zerver/lib/test_classes.py
2077,long class,256,200,10,20,../input_projects/multi_projects/zulip/zerver/lib/test_classes.py
69,long class,231,200,21,20,../input_projects/multi_projects/zulip/zerver/lib/upload/local.py
128,long class,411,200,28,20,../input_projects/multi_projects/zulip/zerver/lib/upload/s3.py
185,long class,94,200,22,20,../input_projects/multi_projects/zulip/zerver/lib/upload/base.py
582,long class,205,200,7,20,../input_projects/multi_projects/zulip/zerver/worker/queue_processors.py
6,long class,214,200,24,20,../input_projects/multi_projects/zulip/zerver/webhooks/wekan/tests.py
6,long class,319,200,71,20,../input_projects/multi_projects/zulip/zerver/webhooks/taiga/tests.py
7,long class,608,200,75,20,../input_projects/multi_projects/zulip/zerver/webhooks/gitlab/tests.py
16,long class,438,200,47,20,../input_projects/multi_projects/zulip/zerver/webhooks/bitbucket2/tests.py
7,long class,248,200,37,20,../input_projects/multi_projects/zulip/zerver/webhooks/bitbucket3/tests.py
6,long class,265,200,25,20,../input_projects/multi_projects/zulip/zerver/webhooks/intercom/tests.py
7,long class,438,200,51,20,../input_projects/multi_projects/zulip/zerver/webhooks/clubhouse/tests.py
4,long class,208,200,8,20,../input_projects/multi_projects/zulip/zerver/webhooks/grafana/tests.py
6,long class,381,200,21,20,../input_projects/multi_projects/zulip/zerver/webhooks/slack_incoming/tests.py
8,long class,242,200,22,20,../input_projects/multi_projects/zulip/zerver/webhooks/jira/tests.py
18,long class,575,200,99,20,../input_projects/multi_projects/zulip/zerver/webhooks/github/tests.py
6,long class,134,200,33,20,../input_projects/multi_projects/zulip/zerver/webhooks/basecamp/tests.py
4,long class,256,200,10,20,../input_projects/multi_projects/zulip/zerver/webhooks/thinkst/tests.py
4,long class,230,200,14,20,../input_projects/multi_projects/zulip/zerver/webhooks/opsgenie/tests.py
7,long class,201,200,13,20,../input_projects/multi_projects/zulip/zerver/webhooks/freshstatus/tests.py
4,long class,256,200,19,20,../input_projects/multi_projects/zulip/zerver/webhooks/newrelic/tests.py
9,long class,174,200,30,20,../input_projects/multi_projects/zulip/zerver/webhooks/trello/tests.py
4,long class,281,200,21,20,../input_projects/multi_projects/zulip/zerver/webhooks/sentry/tests.py
6,long class,238,200,19,20,../input_projects/multi_projects/zulip/zerver/webhooks/front/tests.py
7,long class,168,200,26,20,../input_projects/multi_projects/zulip/zerver/webhooks/gogs/tests.py
7,long class,246,200,22,20,../input_projects/multi_projects/zulip/zerver/webhooks/stripe/tests.py
78,long class,204,200,3,20,../input_projects/multi_projects/zulip/zerver/views/documentation.py
661,long class,332,200,15,20,../input_projects/multi_projects/zulip/zproject/backends.py
2484,long class,434,200,15,20,../input_projects/multi_projects/zulip/zproject/backends.py
6,long class,202,200,0,20,../input_projects/multi_projects/zulip/analytics/migrations/0001_initial.py
71,long class,531,200,16,20,../input_projects/multi_projects/zulip/analytics/tests/test_stats_views.py
271,long class,211,200,6,20,../input_projects/multi_projects/zulip/analytics/tests/test_counts.py
485,long class,742,200,20,20,../input_projects/multi_projects/zulip/analytics/tests/test_counts.py
1332,long class,439,200,6,20,../input_projects/multi_projects/zulip/analytics/tests/test_counts.py
180,long class,741,200,29,20,../input_projects/multi_projects/zulip/analytics/tests/test_support_views.py
41,long class,310,200,3,20,../input_projects/multi_projects/zulip/analytics/management/commands/populate_analytics_db.py
