Line,Smell,Number of Lines,Threshold_nol,Number of Children,Threshold_noc,File
38,long class,501,200,22,20,../input_projects/py_projects/django/tests/modeladmin/tests.py
45,long class,662,200,45,20,../input_projects/py_projects/django/tests/admin_checks/tests.py
28,long class,323,200,24,20,../input_projects/py_projects/django/tests/admin_inlines/tests.py
12,long class,297,200,16,20,../input_projects/py_projects/django/tests/ordering/tests.py
16,long class,608,200,21,20,../input_projects/py_projects/django/tests/many_to_one/tests.py
12,long class,358,200,13,20,../input_projects/py_projects/django/tests/extra_regress/tests.py
20,long class,204,200,20,20,../input_projects/py_projects/django/tests/prefetch_related/tests.py
227,long class,400,200,13,20,../input_projects/py_projects/django/tests/prefetch_related/tests.py
21,long class,243,200,14,20,../input_projects/py_projects/django/tests/defer_regress/tests.py
705,long class,198,200,26,20,../input_projects/py_projects/django/tests/model_fields/tests.py
34,long class,494,200,46,20,../input_projects/py_projects/django/tests/test_client/tests.py
12,long class,469,200,29,20,../input_projects/py_projects/django/tests/one_to_one/tests.py
39,long class,251,200,17,20,../input_projects/py_projects/django/tests/humanize_tests/tests.py
28,long class,305,200,21,20,../input_projects/py_projects/django/tests/expressions/tests.py
617,long class,214,200,14,20,../input_projects/py_projects/django/tests/expressions/tests.py
22,long class,202,200,20,20,../input_projects/py_projects/django/tests/sitemaps_tests/test_http.py
57,long class,422,200,38,20,../input_projects/py_projects/django/tests/csrf_tests/tests.py
138,long class,1253,200,36,20,../input_projects/py_projects/django/tests/model_formsets/tests.py
75,long class,314,200,16,20,../input_projects/py_projects/django/tests/fixtures/tests.py
237,long class,256,200,36,20,../input_projects/py_projects/django/tests/postgres_tests/test_ranges.py
12,long class,221,200,11,20,../input_projects/py_projects/django/tests/or_lookups/tests.py
36,long class,130,200,22,20,../input_projects/py_projects/django/tests/admin_widgets/tests.py
822,long class,242,200,5,20,../input_projects/py_projects/django/tests/admin_widgets/tests.py
144,long class,267,200,14,20,../input_projects/py_projects/django/tests/i18n/test_extraction.py
57,long class,374,200,23,20,../input_projects/py_projects/django/tests/i18n/tests.py
466,long class,444,200,14,20,../input_projects/py_projects/django/tests/i18n/tests.py
913,long class,253,200,13,20,../input_projects/py_projects/django/tests/i18n/tests.py
15,long class,323,200,27,20,../input_projects/py_projects/django/tests/m2m_through/tests.py
20,long class,370,200,31,20,../input_projects/py_projects/django/tests/proxy_models/tests.py
9,long class,257,200,17,20,../input_projects/py_projects/django/tests/update_only_fields/tests.py
23,long class,1117,200,47,20,../input_projects/py_projects/django/tests/aggregation_regress/tests.py
41,long class,207,200,18,20,../input_projects/py_projects/django/tests/apps/tests.py
23,long class,469,200,23,20,../input_projects/py_projects/django/tests/model_inheritance_regress/tests.py
8,long class,382,200,32,20,../input_projects/py_projects/django/tests/field_deconstruction/tests.py
10,long class,407,200,14,20,../input_projects/py_projects/django/tests/many_to_many/tests.py
11,long class,416,200,5,20,../input_projects/py_projects/django/tests/m2m_signals/tests.py
24,long class,466,200,29,20,../input_projects/py_projects/django/tests/gis_tests/gdal_tests/test_geom.py
60,long class,212,200,10,20,../input_projects/py_projects/django/tests/gis_tests/gdal_tests/test_ds.py
29,long class,1056,200,53,20,../input_projects/py_projects/django/tests/gis_tests/geos_tests/test_geos.py
57,long class,364,200,25,20,../input_projects/py_projects/django/tests/gis_tests/geos_tests/test_mutable_list.py
434,long class,477,200,23,20,../input_projects/py_projects/django/tests/gis_tests/geoapp/tests.py
40,long class,272,200,12,20,../input_projects/py_projects/django/tests/gis_tests/layermap/tests.py
21,long class,315,200,20,20,../input_projects/py_projects/django/tests/gis_tests/relatedapp/tests.py
78,long class,220,200,15,20,../input_projects/py_projects/django/tests/gis_tests/geo3d/tests.py
19,long class,373,200,13,20,../input_projects/py_projects/django/tests/gis_tests/distapp/tests.py
550,long class,263,200,19,20,../input_projects/py_projects/django/django/forms/models.py
52,long class,360,200,35,20,../input_projects/py_projects/django/django/forms/formsets.py
113,long class,396,200,28,20,../input_projects/py_projects/django/django/forms/forms.py
523,long class,202,200,17,20,../input_projects/py_projects/django/django/forms/forms.py
123,long class,207,200,5,20,../input_projects/py_projects/django/django/core/management/__init__.py
26,long class,293,200,10,20,../input_projects/py_projects/django/django/core/management/templates.py
11,long class,252,200,6,20,../input_projects/py_projects/django/django/core/management/commands/inspectdb.py
19,long class,232,200,4,20,../input_projects/py_projects/django/django/core/management/commands/makemigrations.py
184,long class,330,200,9,20,../input_projects/py_projects/django/django/core/management/commands/makemessages.py
33,long class,257,200,7,20,../input_projects/py_projects/django/django/core/management/commands/loaddata.py
27,long class,340,200,5,20,../input_projects/py_projects/django/django/core/management/commands/migrate.py
117,long class,423,200,12,20,../input_projects/py_projects/django/django/core/management/base.py
251,long class,245,200,13,20,../input_projects/py_projects/django/django/core/urlresolvers.py
23,long class,255,200,7,20,../input_projects/py_projects/django/django/core/handlers/base.py
382,long class,292,200,15,20,../input_projects/py_projects/django/django/test/client.py
142,long class,602,200,27,20,../input_projects/py_projects/django/django/test/testcases.py
23,long class,280,200,9,20,../input_projects/py_projects/django/django/dispatch/dispatcher.py
17,long class,252,200,13,20,../input_projects/py_projects/django/django/template/engine.py
296,long class,133,200,21,20,../input_projects/py_projects/django/django/template/base.py
