Line,Smell,Number of Lines,Threshold,File
6525,long method,158,100,../input_projects/py_projects/pandas/pandas/core/frame.py
6815,long method,134,100,../input_projects/py_projects/pandas/pandas/core/frame.py
6984,long method,235,100,../input_projects/py_projects/pandas/pandas/core/frame.py
7269,long method,107,100,../input_projects/py_projects/pandas/pandas/core/frame.py
7378,long method,132,100,../input_projects/py_projects/pandas/pandas/core/frame.py
7512,long method,119,100,../input_projects/py_projects/pandas/pandas/core/frame.py
7633,long method,110,100,../input_projects/py_projects/pandas/pandas/core/frame.py
8071,long method,136,100,../input_projects/py_projects/pandas/pandas/core/frame.py
8588,long method,177,100,../input_projects/py_projects/pandas/pandas/core/frame.py
8848,long method,176,100,../input_projects/py_projects/pandas/pandas/core/frame.py
9510,long method,210,100,../input_projects/py_projects/pandas/pandas/core/frame.py
9722,long method,126,100,../input_projects/py_projects/pandas/pandas/core/frame.py
10157,long method,204,100,../input_projects/py_projects/pandas/pandas/core/frame.py
10567,long method,231,100,../input_projects/py_projects/pandas/pandas/core/frame.py
10835,long method,122,100,../input_projects/py_projects/pandas/pandas/core/frame.py
10962,long method,112,100,../input_projects/py_projects/pandas/pandas/core/frame.py
11076,long method,128,100,../input_projects/py_projects/pandas/pandas/core/frame.py
11206,long method,134,100,../input_projects/py_projects/pandas/pandas/core/frame.py
11422,long method,138,100,../input_projects/py_projects/pandas/pandas/core/frame.py
12035,long method,173,100,../input_projects/py_projects/pandas/pandas/core/frame.py
12361,long method,112,100,../input_projects/py_projects/pandas/pandas/core/frame.py
162,long method,141,100,../input_projects/py_projects/pandas/pandas/core/indexing.py
306,long method,303,100,../input_projects/py_projects/pandas/pandas/core/indexing.py
1785,long method,159,100,../input_projects/py_projects/pandas/pandas/core/indexing.py
2221,long method,108,100,../input_projects/py_projects/pandas/pandas/core/indexing.py
2348,long method,107,100,../input_projects/py_projects/pandas/pandas/core/indexing.py
542,long method,131,100,../input_projects/py_projects/pandas/pandas/core/base.py
965,long method,171,100,../input_projects/py_projects/pandas/pandas/core/indexes/interval.py
821,long method,198,100,../input_projects/py_projects/pandas/pandas/core/indexes/datetimes.py
2982,long method,120,100,../input_projects/py_projects/pandas/pandas/core/indexes/multi.py
3159,long method,147,100,../input_projects/py_projects/pandas/pandas/core/indexes/multi.py
3308,long method,111,100,../input_projects/py_projects/pandas/pandas/core/indexes/multi.py
3421,long method,131,100,../input_projects/py_projects/pandas/pandas/core/indexes/multi.py
202,long method,125,100,../input_projects/py_projects/pandas/pandas/core/indexes/api.py
475,long method,114,100,../input_projects/py_projects/pandas/pandas/core/indexes/base.py
