Line,Smell,Number of Lines,Threshold_nol,Number of Children,Threshold_noc,File
30,long class,455,200,41,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_repr.py
13,long class,324,200,16,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_nonunique_indexes.py
30,long class,1282,200,45,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_stack_unstack.py
1581,long class,1043,200,39,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_stack_unstack.py
151,long class,293,200,19,20,../input_projects/py_projects/pandas/pandas/tests/frame/indexing/test_xs.py
42,long class,763,200,50,20,../input_projects/py_projects/pandas/pandas/tests/frame/indexing/test_setitem.py
42,long class,1540,200,82,20,../input_projects/py_projects/pandas/pandas/tests/frame/indexing/test_indexing.py
48,long class,754,200,35,20,../input_projects/py_projects/pandas/pandas/tests/frame/indexing/test_where.py
21,long class,371,200,26,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_api.py
86,long class,218,200,8,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_arithmetic.py
506,long class,334,200,20,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_arithmetic.py
843,long class,321,200,15,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_arithmetic.py
1217,long class,709,200,24,20,../input_projects/py_projects/pandas/pandas/tests/frame/test_arithmetic.py
485,long class,555,200,34,20,../input_projects/py_projects/pandas/pandas/tests/dtypes/test_inference.py
1043,long class,681,200,43,20,../input_projects/py_projects/pandas/pandas/tests/dtypes/test_inference.py
97,long class,289,200,16,20,../input_projects/py_projects/pandas/pandas/tests/dtypes/test_missing.py
581,long class,296,200,25,20,../input_projects/py_projects/pandas/pandas/tests/dtypes/test_dtypes.py
880,long class,225,200,26,20,../input_projects/py_projects/pandas/pandas/tests/dtypes/test_dtypes.py
53,long class,207,200,13,20,../input_projects/py_projects/pandas/pandas/tests/libs/test_hashtable.py
75,long class,888,200,29,20,../input_projects/py_projects/pandas/pandas/tests/groupby/test_timegrouper.py
174,long class,702,200,35,20,../input_projects/py_projects/pandas/pandas/tests/groupby/test_grouping.py
20,long class,234,200,21,20,../input_projects/py_projects/pandas/pandas/tests/groupby/test_counting.py
371,long class,517,200,31,20,../input_projects/py_projects/pandas/pandas/tests/internals/test_internals.py
133,long class,606,200,26,20,../input_projects/py_projects/pandas/pandas/tests/computation/test_eval.py
774,long class,275,200,9,20,../input_projects/py_projects/pandas/pandas/tests/computation/test_eval.py
1056,long class,546,200,41,20,../input_projects/py_projects/pandas/pandas/tests/computation/test_eval.py
185,long class,555,200,30,20,../input_projects/py_projects/pandas/pandas/tests/test_nanops.py
42,long class,209,200,12,20,../input_projects/py_projects/pandas/pandas/tests/test_take.py
51,long class,505,200,30,20,../input_projects/py_projects/pandas/pandas/tests/test_algos.py
559,long class,322,200,23,20,../input_projects/py_projects/pandas/pandas/tests/test_algos.py
892,long class,318,200,25,20,../input_projects/py_projects/pandas/pandas/tests/test_algos.py
1213,long class,253,200,12,20,../input_projects/py_projects/pandas/pandas/tests/test_algos.py
1469,long class,231,200,6,20,../input_projects/py_projects/pandas/pandas/tests/test_algos.py
