Line,Smell,Cause,Number of Conditions,Threshold,File
202,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
296,complex conditional,long if,10,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
733,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
808,complex conditional,long if,9,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
851,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
864,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
875,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
652,complex conditional,long switch,14,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
671,complex conditional,long switch,13,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
690,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
716,complex conditional,long switch,8,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
826,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
894,complex conditional,long switch,15,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
942,complex conditional,long switch,8,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
977,complex conditional,long switch,14,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
1026,complex conditional,long switch,28,3,../input_projects/multi_projects/zulip/web/src/hotkey.js
432,complex conditional,long if,7,3,../input_projects/multi_projects/zulip/web/src/compose_actions.js
64,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_notifications.js
151,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_notifications.js
104,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/message_notifications.js
93,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/user_search.js
284,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/recent_view_ui.js
350,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/recent_view_ui.js
492,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/recent_view_ui.js
741,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/recent_view_ui.js
1221,complex conditional,long if,51,3,../input_projects/multi_projects/zulip/web/src/recent_view_ui.js
1234,complex conditional,long switch,15,3,../input_projects/multi_projects/zulip/web/src/recent_view_ui.js
1282,complex conditional,long switch,13,3,../input_projects/multi_projects/zulip/web/src/recent_view_ui.js
1324,complex conditional,long switch,16,3,../input_projects/multi_projects/zulip/web/src/recent_view_ui.js
22,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
52,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
66,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
81,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
429,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
251,complex conditional,long switch,8,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
349,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
400,complex conditional,long switch,10,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
500,complex conditional,long switch,22,3,../input_projects/multi_projects/zulip/web/src/settings_components.js
166,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
241,complex conditional,long if,9,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
392,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
521,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
677,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
700,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
717,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
749,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
769,complex conditional,long if,7,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
873,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
1206,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
328,complex conditional,long switch,16,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
816,complex conditional,long switch,10,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
853,complex conditional,long switch,23,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
1012,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
1038,complex conditional,long switch,8,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
1100,complex conditional,long switch,5,3,../input_projects/multi_projects/zulip/web/src/composebox_typeahead.js
135,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/compose.js
323,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/compose.js
54,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/reload.js
