Line,Smell,Number of Lines,Threshold,File
108302,long method,840,100,../input_projects/js_projects/moment/min/tests.js
108835,long method,142,100,../input_projects/js_projects/moment/min/tests.js
109151,long method,836,100,../input_projects/js_projects/moment/min/tests.js
109684,long method,142,100,../input_projects/js_projects/moment/min/tests.js
109996,long method,836,100,../input_projects/js_projects/moment/min/tests.js
110529,long method,142,100,../input_projects/js_projects/moment/min/tests.js
110841,long method,814,100,../input_projects/js_projects/moment/min/tests.js
111335,long method,142,100,../input_projects/js_projects/moment/min/tests.js
111664,long method,910,100,../input_projects/js_projects/moment/min/tests.js
112246,long method,152,100,../input_projects/js_projects/moment/min/tests.js
112583,long method,823,100,../input_projects/js_projects/moment/min/tests.js
113106,long method,142,100,../input_projects/js_projects/moment/min/tests.js
113415,long method,837,100,../input_projects/js_projects/moment/min/tests.js
113948,long method,142,100,../input_projects/js_projects/moment/min/tests.js
114261,long method,834,100,../input_projects/js_projects/moment/min/tests.js
114791,long method,142,100,../input_projects/js_projects/moment/min/tests.js
115104,long method,839,100,../input_projects/js_projects/moment/min/tests.js
115641,long method,143,100,../input_projects/js_projects/moment/min/tests.js
115952,long method,833,100,../input_projects/js_projects/moment/min/tests.js
116485,long method,142,100,../input_projects/js_projects/moment/min/tests.js
116794,long method,834,100,../input_projects/js_projects/moment/min/tests.js
117327,long method,142,100,../input_projects/js_projects/moment/min/tests.js
117637,long method,846,100,../input_projects/js_projects/moment/min/tests.js
118137,long method,142,100,../input_projects/js_projects/moment/min/tests.js
118492,long method,830,100,../input_projects/js_projects/moment/min/tests.js
118991,long method,142,100,../input_projects/js_projects/moment/min/tests.js
119331,long method,814,100,../input_projects/js_projects/moment/min/tests.js
119814,long method,142,100,../input_projects/js_projects/moment/min/tests.js
120154,long method,830,100,../input_projects/js_projects/moment/min/tests.js
120653,long method,142,100,../input_projects/js_projects/moment/min/tests.js
120993,long method,639,100,../input_projects/js_projects/moment/min/tests.js
121641,long method,308,100,../input_projects/js_projects/moment/min/tests.js
121958,long method,3035,100,../input_projects/js_projects/moment/min/tests.js
122905,long method,141,100,../input_projects/js_projects/moment/min/tests.js
123322,long method,279,100,../input_projects/js_projects/moment/min/tests.js
124122,long method,376,100,../input_projects/js_projects/moment/min/tests.js
125002,long method,134,100,../input_projects/js_projects/moment/min/tests.js
125145,long method,757,100,../input_projects/js_projects/moment/min/tests.js
125911,long method,105,100,../input_projects/js_projects/moment/min/tests.js
126025,long method,190,100,../input_projects/js_projects/moment/min/tests.js
126224,long method,718,100,../input_projects/js_projects/moment/min/tests.js
126561,long method,101,100,../input_projects/js_projects/moment/min/tests.js
126951,long method,147,100,../input_projects/js_projects/moment/min/tests.js
127107,long method,239,100,../input_projects/js_projects/moment/min/tests.js
127355,long method,2124,100,../input_projects/js_projects/moment/min/tests.js
128171,long method,227,100,../input_projects/js_projects/moment/min/tests.js
128422,long method,162,100,../input_projects/js_projects/moment/min/tests.js
128822,long method,457,100,../input_projects/js_projects/moment/min/tests.js
129488,long method,1068,100,../input_projects/js_projects/moment/min/tests.js
130565,long method,242,100,../input_projects/js_projects/moment/min/tests.js
130816,long method,598,100,../input_projects/js_projects/moment/min/tests.js
131423,long method,136,100,../input_projects/js_projects/moment/min/tests.js
131568,long method,306,100,../input_projects/js_projects/moment/min/tests.js
131689,long method,183,100,../input_projects/js_projects/moment/min/tests.js
131883,long method,768,100,../input_projects/js_projects/moment/min/tests.js
132699,long method,768,100,../input_projects/js_projects/moment/min/tests.js
133476,long method,1176,100,../input_projects/js_projects/moment/min/tests.js
133574,long method,177,100,../input_projects/js_projects/moment/min/tests.js
133753,long method,205,100,../input_projects/js_projects/moment/min/tests.js
133960,long method,214,100,../input_projects/js_projects/moment/min/tests.js
134661,long method,126,100,../input_projects/js_projects/moment/min/tests.js
134796,long method,146,100,../input_projects/js_projects/moment/min/tests.js
134999,long method,871,100,../input_projects/js_projects/moment/min/tests.js
135651,long method,141,100,../input_projects/js_projects/moment/min/tests.js
135879,long method,871,100,../input_projects/js_projects/moment/min/tests.js
136531,long method,141,100,../input_projects/js_projects/moment/min/tests.js
136759,long method,648,100,../input_projects/js_projects/moment/min/tests.js
137416,long method,679,100,../input_projects/js_projects/moment/min/tests.js
138104,long method,186,100,../input_projects/js_projects/moment/min/tests.js
138299,long method,105,100,../input_projects/js_projects/moment/min/tests.js
138413,long method,270,100,../input_projects/js_projects/moment/min/tests.js
138692,long method,426,100,../input_projects/js_projects/moment/min/tests.js
139127,long method,415,100,../input_projects/js_projects/moment/min/tests.js
139551,long method,1141,100,../input_projects/js_projects/moment/min/tests.js
140108,long method,153,100,../input_projects/js_projects/moment/min/tests.js
140263,long method,153,100,../input_projects/js_projects/moment/min/tests.js
140701,long method,166,100,../input_projects/js_projects/moment/min/tests.js
140876,long method,120,100,../input_projects/js_projects/moment/min/tests.js
141005,long method,177,100,../input_projects/js_projects/moment/min/tests.js
141191,long method,194,100,../input_projects/js_projects/moment/min/tests.js
141394,long method,528,100,../input_projects/js_projects/moment/min/tests.js
141931,long method,215,100,../input_projects/js_projects/moment/min/tests.js
142155,long method,211,100,../input_projects/js_projects/moment/min/tests.js
142375,long method,518,100,../input_projects/js_projects/moment/min/tests.js
142625,long method,171,100,../input_projects/js_projects/moment/min/tests.js
142902,long method,632,100,../input_projects/js_projects/moment/min/tests.js
143543,long method,111,100,../input_projects/js_projects/moment/min/tests.js
143663,long method,147,100,../input_projects/js_projects/moment/min/tests.js
143819,long method,988,100,../input_projects/js_projects/moment/min/tests.js
144816,long method,232,100,../input_projects/js_projects/moment/min/tests.js
145057,long method,1177,100,../input_projects/js_projects/moment/min/tests.js
145291,long method,203,100,../input_projects/js_projects/moment/min/tests.js
145496,long method,193,100,../input_projects/js_projects/moment/min/tests.js
145691,long method,203,100,../input_projects/js_projects/moment/min/tests.js
145896,long method,203,100,../input_projects/js_projects/moment/min/tests.js
146243,long method,564,100,../input_projects/js_projects/moment/min/tests.js
146816,long method,318,100,../input_projects/js_projects/moment/min/tests.js
147143,long method,955,100,../input_projects/js_projects/moment/min/tests.js
147721,long method,359,100,../input_projects/js_projects/moment/min/tests.js
148107,long method,260,100,../input_projects/js_projects/moment/min/tests.js
148376,long method,916,100,../input_projects/js_projects/moment/min/tests.js
5,long method,18467,100,../input_projects/js_projects/moment/min/moment-with-locales.js
6,long method,12794,100,../input_projects/js_projects/moment/min/locales.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/pt.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/en-nz.js
155,long method,143,100,../input_projects/js_projects/moment/src/test/locale/vi.js
151,long method,264,100,../input_projects/js_projects/moment/src/test/locale/lv.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/kk.js
150,long method,143,100,../input_projects/js_projects/moment/src/test/locale/gl.js
205,long method,162,100,../input_projects/js_projects/moment/src/test/locale/pl.js
119,long method,143,100,../input_projects/js_projects/moment/src/test/locale/bm.js
164,long method,142,100,../input_projects/js_projects/moment/src/test/locale/mn.js
321,long method,102,100,../input_projects/js_projects/moment/src/test/locale/mn.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/tzm-latn.js
155,long method,142,100,../input_projects/js_projects/moment/src/test/locale/en-ca.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/mr.js
218,long method,143,100,../input_projects/js_projects/moment/src/test/locale/el.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/tzm.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/et.js
154,long method,143,100,../input_projects/js_projects/moment/src/test/locale/gom-latn.js
150,long method,162,100,../input_projects/js_projects/moment/src/test/locale/is.js
154,long method,272,100,../input_projects/js_projects/moment/src/test/locale/sl.js
441,long method,211,100,../input_projects/js_projects/moment/src/test/locale/sl.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/nn.js
202,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ko.js
156,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ar-sa.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/hr.js
155,long method,143,100,../input_projects/js_projects/moment/src/test/locale/ms.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/fi.js
114,long method,142,100,../input_projects/js_projects/moment/src/test/locale/th.js
113,long method,142,100,../input_projects/js_projects/moment/src/test/locale/jv.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/tzl.js
304,long method,157,100,../input_projects/js_projects/moment/src/test/locale/ru.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/eu.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/mk.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/yo.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/kn.js
160,long method,143,100,../input_projects/js_projects/moment/src/test/locale/sq.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/lo.js
152,long method,162,100,../input_projects/js_projects/moment/src/test/locale/tlh.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/gu.js
155,long method,142,100,../input_projects/js_projects/moment/src/test/locale/si.js
140,long method,143,100,../input_projects/js_projects/moment/src/test/locale/gom-deva.js
101,long method,142,100,../input_projects/js_projects/moment/src/test/locale/zh-mo.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ky.js
167,long method,142,100,../input_projects/js_projects/moment/src/test/locale/tg.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/uz-latn.js
250,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ja.js
161,long method,143,100,../input_projects/js_projects/moment/src/test/locale/ka.js
113,long method,152,100,../input_projects/js_projects/moment/src/test/locale/he.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/bg.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/es-do.js
117,long method,142,100,../input_projects/js_projects/moment/src/test/locale/zh-hk.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/sr-cyrl.js
153,long method,282,100,../input_projects/js_projects/moment/src/test/locale/my.js
148,long method,142,100,../input_projects/js_projects/moment/src/test/locale/uz.js
153,long method,282,100,../input_projects/js_projects/moment/src/test/locale/ar-tn.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ne.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/tl-ph.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/af.js
171,long method,143,100,../input_projects/js_projects/moment/src/test/locale/fr-ch.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/fil.js
155,long method,143,100,../input_projects/js_projects/moment/src/test/locale/es-us.js
113,long method,142,100,../input_projects/js_projects/moment/src/test/locale/id.js
164,long method,137,100,../input_projects/js_projects/moment/src/test/locale/az.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/en-il.js
139,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ar-ps.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/me.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/x-pseudo.js
112,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ug-cn.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/pa-in.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/en-au.js
114,long method,142,100,../input_projects/js_projects/moment/src/test/locale/lb.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ca.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ta.js
141,long method,142,100,../input_projects/js_projects/moment/src/test/locale/sd.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/cy.js
135,long method,142,100,../input_projects/js_projects/moment/src/test/locale/oc-lnc.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/te.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/nb.js
241,long method,157,100,../input_projects/js_projects/moment/src/test/locale/be.js
162,long method,142,100,../input_projects/js_projects/moment/src/test/locale/gd.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ar-kw.js
118,long method,142,100,../input_projects/js_projects/moment/src/test/locale/zh-cn.js
117,long method,142,100,../input_projects/js_projects/moment/src/test/locale/zh-tw.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/de-ch.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/pt-br.js
152,long method,137,100,../input_projects/js_projects/moment/src/test/locale/de-at.js
135,long method,142,100,../input_projects/js_projects/moment/src/test/locale/en-in.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/da.js
254,long method,143,100,../input_projects/js_projects/moment/src/test/locale/ku-kmr.js
152,long method,157,100,../input_projects/js_projects/moment/src/test/locale/fa.js
147,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ga.js
155,long method,143,100,../input_projects/js_projects/moment/src/test/locale/se.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/de.js
154,long method,142,100,../input_projects/js_projects/moment/src/test/locale/fy.js
155,long method,143,100,../input_projects/js_projects/moment/src/test/locale/ms-my.js
229,long method,143,100,../input_projects/js_projects/moment/src/test/locale/en.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/bs.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ku.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/tk.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/sv.js
126,long method,142,100,../input_projects/js_projects/moment/src/test/locale/dv.js
198,long method,142,100,../input_projects/js_projects/moment/src/test/locale/hi.js
200,long method,152,100,../input_projects/js_projects/moment/src/test/locale/uk.js
156,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ar-dz.js
179,long method,142,100,../input_projects/js_projects/moment/src/test/locale/cs.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/km.js
194,long method,143,100,../input_projects/js_projects/moment/src/test/locale/fr.js
154,long method,142,100,../input_projects/js_projects/moment/src/test/locale/nl.js
171,long method,143,100,../input_projects/js_projects/moment/src/test/locale/fr-ca.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/en-gb.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/sr.js
161,long method,142,100,../input_projects/js_projects/moment/src/test/locale/hu.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/mt.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/en-ie.js
154,long method,142,100,../input_projects/js_projects/moment/src/test/locale/nl-be.js
168,long method,177,100,../input_projects/js_projects/moment/src/test/locale/lt.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ml.js
154,long method,142,100,../input_projects/js_projects/moment/src/test/locale/bo.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/fo.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ar-ma.js
170,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ar.js
207,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ss.js
170,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ar-ly.js
135,long method,142,100,../input_projects/js_projects/moment/src/test/locale/it-ch.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/es-mx.js
312,long method,152,100,../input_projects/js_projects/moment/src/test/locale/hy-am.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/cv.js
154,long method,142,100,../input_projects/js_projects/moment/src/test/locale/sk.js
150,long method,142,100,../input_projects/js_projects/moment/src/test/locale/it.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/tet.js
152,long method,142,100,../input_projects/js_projects/moment/src/test/locale/es.js
151,long method,137,100,../input_projects/js_projects/moment/src/test/locale/bn.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/eo.js
151,long method,182,100,../input_projects/js_projects/moment/src/test/locale/ro.js
141,long method,142,100,../input_projects/js_projects/moment/src/test/locale/ur.js
186,long method,143,100,../input_projects/js_projects/moment/src/test/locale/br.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/sw.js
151,long method,137,100,../input_projects/js_projects/moment/src/test/locale/bn-bd.js
151,long method,142,100,../input_projects/js_projects/moment/src/test/locale/mi.js
135,long method,142,100,../input_projects/js_projects/moment/src/test/locale/en-sg.js
167,long method,142,100,../input_projects/js_projects/moment/src/test/locale/tr.js
158,long method,171,100,../input_projects/js_projects/moment/src/test/moment/relative_time.js
29,long method,183,100,../input_projects/js_projects/moment/src/test/moment/invalid.js
724,long method,227,100,../input_projects/js_projects/moment/src/test/moment/duration.js
975,long method,162,100,../input_projects/js_projects/moment/src/test/moment/duration.js
1375,long method,457,100,../input_projects/js_projects/moment/src/test/moment/duration.js
560,long method,141,100,../input_projects/js_projects/moment/src/test/moment/is_same_or_before.js
486,long method,359,100,../input_projects/js_projects/moment/src/test/moment/weeks.js
833,long method,141,100,../input_projects/js_projects/moment/src/test/moment/create.js
1250,long method,279,100,../input_projects/js_projects/moment/src/test/moment/create.js
2050,long method,376,100,../input_projects/js_projects/moment/src/test/moment/create.js
142,long method,203,100,../input_projects/js_projects/moment/src/test/moment/week_year.js
347,long method,193,100,../input_projects/js_projects/moment/src/test/moment/week_year.js
542,long method,203,100,../input_projects/js_projects/moment/src/test/moment/week_year.js
747,long method,203,100,../input_projects/js_projects/moment/src/test/moment/week_year.js
6,long method,177,100,../input_projects/js_projects/moment/src/test/moment/is_between.js
185,long method,205,100,../input_projects/js_projects/moment/src/test/moment/is_between.js
392,long method,214,100,../input_projects/js_projects/moment/src/test/moment/is_between.js
560,long method,141,100,../input_projects/js_projects/moment/src/test/moment/is_same_or_after.js
245,long method,101,100,../input_projects/js_projects/moment/src/test/moment/diff.js
450,long method,153,100,../input_projects/js_projects/moment/src/test/moment/locale.js
605,long method,153,100,../input_projects/js_projects/moment/src/test/moment/locale.js
5,long method,260,100,../input_projects/js_projects/moment/src/test/helpers/common-locale.js
