Line,Smell,Cause,Number of Conditions,Threshold,File
78,complex conditional,long switch,16,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslClientHelloHandler.java
1180,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslContext.java
467,complex conditional,long switch,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslContext.java
824,complex conditional,long switch,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslContext.java
233,complex conditional,long if,8,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
301,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
376,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
407,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
640,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
668,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
835,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
380,complex conditional,long switch,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
410,complex conditional,long switch,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
706,complex conditional,long switch,11,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
712,complex conditional,long switch,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslContext.java
127,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslMasterKeyHandler.java
103,complex conditional,long if,8,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslClientContext.java
304,complex conditional,long switch,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslClientContext.java
43,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/OpenSslCachingKeyMaterialProvider.java
334,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslUtils.java
358,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslUtils.java
453,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslUtils.java
469,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslUtils.java
321,complex conditional,long switch,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslUtils.java
440,complex conditional,long switch,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/SslUtils.java
161,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/BouncyCastlePemReader.java
85,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/OpenSsl.java
147,complex conditional,long if,27,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/OpenSsl.java
435,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/OpenSsl.java
701,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/OpenSsl.java
238,complex conditional,long if,12,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
343,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
589,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
654,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
790,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
821,complex conditional,long if,9,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
885,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
971,complex conditional,long if,9,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1163,complex conditional,long if,6,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1190,complex conditional,long if,9,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1251,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1301,complex conditional,long if,9,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1371,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1613,complex conditional,long if,4,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1696,complex conditional,long if,5,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
1783,complex conditional,long if,19,3,../input_projects/java_projects/netty/handler/src/main/java/io/netty/handler/ssl/ReferenceCountedOpenSslEngine.java
