Line,Smell,Cause,Number of Conditions,Threshold,File
60,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/profile/DefaultProfileInjector.java
89,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/profile/DefaultProfileInjector.java
151,complex conditional,long if,12,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
240,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
270,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
332,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
370,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
418,complex conditional,long if,9,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
484,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
520,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
568,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
610,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
638,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
684,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
712,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
736,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
978,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
1007,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
1030,complex conditional,long if,10,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
1132,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
1168,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
1190,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringVisitorModelInterpolator.java
172,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringSearchModelInterpolator.java
222,complex conditional,long if,8,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringSearchModelInterpolator.java
319,complex conditional,long if,5,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringSearchModelInterpolator.java
362,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/StringSearchModelInterpolator.java
119,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/interpolation/AbstractStringBasedModelInterpolator.java
94,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java
128,complex conditional,long if,11,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java
371,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java
410,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java
545,complex conditional,long if,9,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java
802,complex conditional,long if,7,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java
956,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java
1596,complex conditional,long if,6,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/validation/DefaultModelValidator.java
125,complex conditional,long if,4,3,../input_projects/java_projects/maven-3-9-6/maven-model-builder/src/main/java/org/apache/maven/model/building/ModelProblemUtils.java
