Line,Smell,Cause,Number of Conditions,Threshold,File
192,complex conditional,long if,12,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/_packager.py
316,complex conditional,long if,7,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/_packager.py
84,complex conditional,long if,4,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/parseTestRecord.py
146,complex conditional,long if,6,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/test262.py
187,complex conditional,long if,4,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/test262.py
388,complex conditional,long if,5,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/test262.py
480,complex conditional,long if,11,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/test262.py
522,complex conditional,long if,6,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/test262.py
596,complex conditional,long if,4,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/test262.py
636,complex conditional,long if,6,3,../input_projects/multi_projects/node/deps/v8/third_party/test262-harness/src/test262.py
443,complex conditional,long if,5,3,../input_projects/multi_projects/node/deps/v8/PRESUBMIT.py
104,complex conditional,long if,4,3,../input_projects/multi_projects/node/deps/v8/.ycm_extra_conf.py
144,complex conditional,long if,5,3,../input_projects/multi_projects/node/deps/v8/.ycm_extra_conf.py
