Line,Smell,Number of Lines,Threshold,File
2090,long method,179,100,../input_projects/multi_projects/jython/lib-python/2.7/pydoc.py
515,long method,143,100,../input_projects/multi_projects/jython/lib-python/2.7/decimal.py
1937,long method,235,100,../input_projects/multi_projects/jython/lib-python/2.7/decimal.py
2174,long method,214,100,../input_projects/multi_projects/jython/lib-python/2.7/decimal.py
378,long method,165,100,../input_projects/multi_projects/jython/lib-python/2.7/mimetypes.py
295,long method,169,100,../input_projects/multi_projects/jython/lib-python/2.7/_strptime.py
280,long method,133,100,../input_projects/multi_projects/jython/lib-python/2.7/mimify.py
553,long method,163,100,../input_projects/multi_projects/jython/lib-python/2.7/platform.py
1166,long method,133,100,../input_projects/multi_projects/jython/lib-python/2.7/platform.py
1891,long method,134,100,../input_projects/multi_projects/jython/lib-python/2.7/pickletools.py
271,long method,176,100,../input_projects/multi_projects/jython/lib-python/2.7/json/encoder.py
120,long method,126,100,../input_projects/multi_projects/jython/lib-python/2.7/shlex.py
106,long method,194,100,../input_projects/multi_projects/jython/lib-python/2.7/CGIHTTPServer.py
319,long method,193,100,../input_projects/multi_projects/jython/lib-python/2.7/bsddb/test/test_basics.py
40,long method,168,100,../input_projects/multi_projects/jython/lib-python/2.7/bsddb/test/test_recno.py
77,long method,146,100,../input_projects/multi_projects/jython/lib-python/2.7/bsddb/test/test_replication.py
159,long method,113,100,../input_projects/multi_projects/jython/lib-python/2.7/bsddb/dbtables.py
648,long method,132,100,../input_projects/multi_projects/jython/lib-python/2.7/bsddb/dbtables.py
277,long method,102,100,../input_projects/multi_projects/jython/lib-python/2.7/csv.py
280,long method,105,100,../input_projects/multi_projects/jython/lib-python/2.7/fractions.py
33,long method,144,100,../input_projects/multi_projects/jython/lib-python/2.7/sre_compile.py
362,long method,104,100,../input_projects/multi_projects/jython/lib-python/2.7/sre_compile.py
1231,long method,122,100,../input_projects/multi_projects/jython/lib-python/2.7/doctest.py
1794,long method,102,100,../input_projects/multi_projects/jython/lib-python/2.7/doctest.py
1898,long method,123,100,../input_projects/multi_projects/jython/lib-python/2.7/doctest.py
1742,long method,244,100,../input_projects/multi_projects/jython/lib-python/2.7/argparse.py
900,long method,117,100,../input_projects/multi_projects/jython/lib-python/2.7/httplib.py
4181,long method,112,100,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/tests/test_fixers.py
139,long method,156,100,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/tests/data/py2_test_grammar.py
149,long method,182,100,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/tests/data/py3_test_grammar.py
104,long method,131,100,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/btm_utils.py
134,long method,135,100,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/main.py
84,long method,163,100,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/pgen2/conv.py
345,long method,150,100,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/pgen2/tokenize.py
