Line,Smell,Number of Parameters,Threshold,File
345,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/pickle.py
374,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/httplib.py
731,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/httplib.py
1279,long parameters,9,5,../input_projects/multi_projects/jython/lib-python/2.7/httplib.py
1317,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/httplib.py
553,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/string.py
661,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/smtplib.py
787,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/smtplib.py
398,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/tarfile.py
1501,long parameters,13,5,../input_projects/multi_projects/jython/lib-python/2.7/tarfile.py
1627,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/tarfile.py
1708,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/tarfile.py
1734,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/tarfile.py
1942,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/tarfile.py
507,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/refactor.py
185,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/tests/test_refactor.py
283,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/tests/data/py3_test_grammar.py
308,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/tests/data/py3_test_grammar.py
311,long parameters,11,5,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/tests/data/py3_test_grammar.py
36,long parameters,9,5,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/main.py
243,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/pytree.py
360,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/lib2to3/pytree.py
153,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/MultiCall.py
59,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/PyShell.py
42,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/configHandler.py
226,long parameters,8,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/configHandler.py
136,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/SearchEngine.py
158,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/SearchEngine.py
149,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/AutoCompleteWindow.py
22,long parameters,8,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/tabbedpages.py
355,long parameters,8,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/tabbedpages.py
13,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/dynOptionMenuWidget.py
1596,long parameters,9,5,../input_projects/multi_projects/jython/lib-python/2.7/idlelib/EditorWindow.py
106,long parameters,11,5,../input_projects/multi_projects/jython/lib-python/2.7/ssl.py
372,long parameters,10,5,../input_projects/multi_projects/jython/lib-python/2.7/ssl.py
404,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/ihooks.py
101,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/uuid.py
1350,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/pycodegen.py
1415,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/pycodegen.py
257,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/pyassem.py
282,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/ast.py
311,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/ast.py
503,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/ast.py
547,long parameters,9,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/ast.py
773,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/ast.py
1172,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/compiler/ast.py
89,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/logging/handlers.py
168,long parameters,8,5,../input_projects/multi_projects/jython/lib-python/2.7/logging/handlers.py
851,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/logging/handlers.py
242,long parameters,9,5,../input_projects/multi_projects/jython/lib-python/2.7/logging/__init__.py
1236,long parameters,10,5,../input_projects/multi_projects/jython/lib-python/2.7/logging/__init__.py
1249,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/logging/__init__.py
1694,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/logging/__init__.py
145,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/email/header.py
571,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/email/message.py
137,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/cookielib.py
725,long parameters,18,5,../input_projects/multi_projects/jython/lib-python/2.7/cookielib.py
848,long parameters,13,5,../input_projects/multi_projects/jython/lib-python/2.7/cookielib.py
62,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/runpy.py
75,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/runpy.py
370,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
385,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
627,long parameters,6,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
631,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
649,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
673,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
677,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
681,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
688,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
710,long parameters,7,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
867,long parameters,8,5,../input_projects/multi_projects/jython/lib-python/2.7/urllib.py
517,long parameters,6,5,../input_projects/multi_projects/jython/Lib/zipfile.py
441,long parameters,6,5,../input_projects/multi_projects/jython/Lib/tempfile.py
515,long parameters,7,5,../input_projects/multi_projects/jython/Lib/tempfile.py
191,long parameters,6,5,../input_projects/multi_projects/jython/Lib/encodings/_java.py
235,long parameters,6,5,../input_projects/multi_projects/jython/Lib/encodings/_java.py
323,long parameters,7,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
497,long parameters,7,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
510,long parameters,9,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
579,long parameters,7,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
586,long parameters,6,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
617,long parameters,14,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
669,long parameters,13,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
682,long parameters,13,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
693,long parameters,11,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
726,long parameters,6,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
842,long parameters,6,5,../input_projects/multi_projects/jython/Lib/distutils/ccompiler.py
430,long parameters,8,5,../input_projects/multi_projects/jython/Lib/distutils/util.py
71,long parameters,8,5,../input_projects/multi_projects/jython/Lib/distutils/file_util.py
45,long parameters,6,5,../input_projects/multi_projects/jython/Lib/gzip.py
1765,long parameters,6,5,../input_projects/multi_projects/jython/Lib/_socket.py
148,long parameters,6,5,../input_projects/multi_projects/jython/Lib/modjy/modjy_wsgi.py
52,long parameters,6,5,../input_projects/multi_projects/jython/Lib/modjy/modjy_exceptions.py
64,long parameters,6,5,../input_projects/multi_projects/jython/Lib/modjy/modjy_exceptions.py
90,long parameters,6,5,../input_projects/multi_projects/jython/Lib/modjy/modjy_exceptions.py
52,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_descr.py
83,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_descr.py
101,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/test_descr.py
311,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_import_pep328.py
1170,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_weakref.py
1850,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_logging.py
82,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_optparse.py
1066,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/test_optparse.py
1148,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/test_optparse.py
266,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_urllib2.py
641,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/test_urllib2.py
1242,long parameters,9,5,../input_projects/multi_projects/jython/Lib/test/test_urllib2.py
30,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_threading.py
434,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_syntax.py
32,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_java_list_delegate.py
180,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/junit_xml.py
198,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/junit_xml.py
207,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/junit_xml.py
214,long parameters,8,5,../input_projects/multi_projects/jython/Lib/test/junit_xml.py
70,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_popen2.py
54,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/clamp.py
1883,long parameters,12,5,../input_projects/multi_projects/jython/Lib/test/test_ssl.py
2074,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_ssl.py
2120,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_ssl.py
466,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/test_inspect.py
64,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_cmath.py
187,long parameters,19,5,../input_projects/multi_projects/jython/Lib/test/regrtest.py
562,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/regrtest.py
586,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/regrtest.py
862,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/regrtest.py
1551,long parameters,8,5,../input_projects/multi_projects/jython/Lib/test/regrtest.py
626,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_re.py
662,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/zxjdbc/zxtest.py
142,long parameters,7,5,../input_projects/multi_projects/jython/Lib/test/script_helper.py
13,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_robotparser.py
1033,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_minidom.py
4196,long parameters,6,5,../input_projects/multi_projects/jython/Lib/test/test_argparse.py
1020,long parameters,6,5,../input_projects/multi_projects/jython/Lib/_io.py
1253,long parameters,6,5,../input_projects/multi_projects/jython/Lib/_io.py
23,long parameters,6,5,../input_projects/multi_projects/jython/Lib/warnings.py
44,long parameters,6,5,../input_projects/multi_projects/jython/Lib/warnings.py
236,long parameters,7,5,../input_projects/multi_projects/jython/Lib/warnings.py
311,long parameters,7,5,../input_projects/multi_projects/jython/Lib/warnings.py
833,long parameters,15,5,../input_projects/multi_projects/jython/Lib/subprocess.py
1168,long parameters,17,5,../input_projects/multi_projects/jython/Lib/subprocess.py
1334,long parameters,20,5,../input_projects/multi_projects/jython/Lib/subprocess.py
1592,long parameters,17,5,../input_projects/multi_projects/jython/Lib/subprocess.py
1727,long parameters,6,5,../input_projects/multi_projects/jython/Lib/subprocess.py
91,long parameters,6,5,../input_projects/multi_projects/jython/Lib/fileinput.py
197,long parameters,7,5,../input_projects/multi_projects/jython/Lib/fileinput.py
447,long parameters,9,5,../input_projects/multi_projects/jython/Lib/pydoc.py
528,long parameters,6,5,../input_projects/multi_projects/jython/Lib/pydoc.py
709,long parameters,7,5,../input_projects/multi_projects/jython/Lib/pydoc.py
865,long parameters,8,5,../input_projects/multi_projects/jython/Lib/pydoc.py
1321,long parameters,7,5,../input_projects/multi_projects/jython/Lib/pydoc.py
3772,long parameters,10,5,../input_projects/multi_projects/jython/Lib/decimal.py
453,long parameters,6,5,../input_projects/multi_projects/jython/Lib/xml/parsers/expat.py
161,long parameters,6,5,../input_projects/multi_projects/jython/Lib/xml/sax/saxlib.py
1743,long parameters,6,5,../input_projects/multi_projects/jython/Lib/xml/dom/minidom.py
787,long parameters,7,5,../input_projects/multi_projects/jython/Lib/xml/etree/ElementTree.py
126,long parameters,6,5,../input_projects/multi_projects/jython/Lib/zlib.py
194,long parameters,6,5,../input_projects/multi_projects/jython/Lib/threading.py
170,long parameters,7,5,../input_projects/multi_projects/jython/Lib/dbexts.py
330,long parameters,7,5,../input_projects/multi_projects/jython/Lib/dbexts.py
401,long parameters,6,5,../input_projects/multi_projects/jython/Lib/dbexts.py
428,long parameters,7,5,../input_projects/multi_projects/jython/Lib/dbexts.py
435,long parameters,9,5,../input_projects/multi_projects/jython/Lib/dbexts.py
450,long parameters,7,5,../input_projects/multi_projects/jython/Lib/dbexts.py
555,long parameters,6,5,../input_projects/multi_projects/jython/Lib/dbexts.py
647,long parameters,6,5,../input_projects/multi_projects/jython/Lib/inspect.py
856,long parameters,9,5,../input_projects/multi_projects/jython/Lib/inspect.py
882,long parameters,9,5,../input_projects/multi_projects/jython/Lib/inspect.py
68,long parameters,6,5,../input_projects/multi_projects/jython/Lib/ensurepip/__init__.py
21,long parameters,6,5,../input_projects/multi_projects/jython/Lib/compileall.py
436,long parameters,7,5,../input_projects/multi_projects/jython/Lib/doctest.py
497,long parameters,7,5,../input_projects/multi_projects/jython/Lib/doctest.py
636,long parameters,6,5,../input_projects/multi_projects/jython/Lib/doctest.py
815,long parameters,6,5,../input_projects/multi_projects/jython/Lib/doctest.py
928,long parameters,8,5,../input_projects/multi_projects/jython/Lib/doctest.py
991,long parameters,6,5,../input_projects/multi_projects/jython/Lib/doctest.py
1798,long parameters,9,5,../input_projects/multi_projects/jython/Lib/doctest.py
1902,long parameters,12,5,../input_projects/multi_projects/jython/Lib/doctest.py
2027,long parameters,6,5,../input_projects/multi_projects/jython/Lib/doctest.py
2159,long parameters,6,5,../input_projects/multi_projects/jython/Lib/doctest.py
2426,long parameters,7,5,../input_projects/multi_projects/jython/Lib/doctest.py
398,long parameters,6,5,../input_projects/multi_projects/jython/Lib/tarfile.py
1501,long parameters,13,5,../input_projects/multi_projects/jython/Lib/tarfile.py
1627,long parameters,6,5,../input_projects/multi_projects/jython/Lib/tarfile.py
1708,long parameters,6,5,../input_projects/multi_projects/jython/Lib/tarfile.py
1731,long parameters,6,5,../input_projects/multi_projects/jython/Lib/tarfile.py
1939,long parameters,6,5,../input_projects/multi_projects/jython/Lib/tarfile.py
425,long parameters,9,5,../input_projects/multi_projects/jython/Lib/ssl.py
486,long parameters,14,5,../input_projects/multi_projects/jython/Lib/ssl.py
921,long parameters,10,5,../input_projects/multi_projects/jython/Lib/ssl.py
1090,long parameters,6,5,../input_projects/multi_projects/jython/Lib/ssl.py
1100,long parameters,6,5,../input_projects/multi_projects/jython/Lib/ssl.py
212,long parameters,7,5,../input_projects/multi_projects/jython/Lib/datetime.py
406,long parameters,8,5,../input_projects/multi_projects/jython/Lib/datetime.py
482,long parameters,8,5,../input_projects/multi_projects/jython/Lib/datetime.py
1193,long parameters,6,5,../input_projects/multi_projects/jython/Lib/datetime.py
1449,long parameters,6,5,../input_projects/multi_projects/jython/Lib/datetime.py
1531,long parameters,9,5,../input_projects/multi_projects/jython/Lib/datetime.py
1685,long parameters,9,5,../input_projects/multi_projects/jython/Lib/datetime.py
1341,long parameters,6,5,../input_projects/multi_projects/jython/Lib/compiler/pycodegen.py
1406,long parameters,6,5,../input_projects/multi_projects/jython/Lib/compiler/pycodegen.py
244,long parameters,9,5,../input_projects/multi_projects/jython/Lib/logging/__init__.py
1238,long parameters,10,5,../input_projects/multi_projects/jython/Lib/logging/__init__.py
1251,long parameters,6,5,../input_projects/multi_projects/jython/Lib/logging/__init__.py
1696,long parameters,6,5,../input_projects/multi_projects/jython/Lib/logging/__init__.py
374,long parameters,7,5,../input_projects/multi_projects/jython/Lib/urllib.py
389,long parameters,6,5,../input_projects/multi_projects/jython/Lib/urllib.py
631,long parameters,6,5,../input_projects/multi_projects/jython/Lib/urllib.py
635,long parameters,7,5,../input_projects/multi_projects/jython/Lib/urllib.py
653,long parameters,7,5,../input_projects/multi_projects/jython/Lib/urllib.py
677,long parameters,7,5,../input_projects/multi_projects/jython/Lib/urllib.py
681,long parameters,7,5,../input_projects/multi_projects/jython/Lib/urllib.py
685,long parameters,7,5,../input_projects/multi_projects/jython/Lib/urllib.py
692,long parameters,7,5,../input_projects/multi_projects/jython/Lib/urllib.py
714,long parameters,7,5,../input_projects/multi_projects/jython/Lib/urllib.py
871,long parameters,8,5,../input_projects/multi_projects/jython/Lib/urllib.py
49,long parameters,7,5,../input_projects/multi_projects/jython/ast/astlib.py
350,long parameters,8,5,../input_projects/multi_projects/jython/ast/asdl_py.py
417,long parameters,7,5,../input_projects/multi_projects/jython/ast/asdl_antlr.py
495,long parameters,7,5,../input_projects/multi_projects/jython/ast/asdl_antlr.py
197,long parameters,6,5,../input_projects/multi_projects/jython/ast/asdl_java.py
461,long parameters,6,5,../input_projects/multi_projects/jython/ast/spark.py
60,long parameters,6,5,../input_projects/multi_projects/jython/ast/jastlib2.py
338,long parameters,7,5,../input_projects/multi_projects/jython/src/templates/java_templating.py
379,long parameters,7,5,../input_projects/multi_projects/jython/src/templates/java_templating.py
409,long parameters,7,5,../input_projects/multi_projects/jython/src/templates/java_templating.py
437,long parameters,7,5,../input_projects/multi_projects/jython/src/templates/java_templating.py
330,long parameters,6,5,../input_projects/multi_projects/jython/src/templates/spark.py
