Line,Smell,Number of Lines,Threshold_nol,Number of Children,Threshold_noc,File
39,long class,302,200,32,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_set.py
343,long class,224,200,22,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_set.py
684,long class,108,200,23,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_set.py
1025,long class,82,200,21,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_set.py
703,long class,994,200,7,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_doctest.py
34,long class,274,200,37,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_py3kwarn.py
29,long class,505,200,38,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_deque.py
32,long class,223,200,15,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_site.py
247,long class,140,200,28,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_sys_settrace.py
697,long class,92,200,24,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_sys_settrace.py
66,long class,395,200,21,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_int.py
70,long class,238,200,23,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_socketserver.py
61,long class,333,200,25,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_memoryio.py
7,long class,482,200,30,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_sys.py
491,long class,276,200,16,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_sys.py
170,long class,347,200,22,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_zlib.py
48,long class,419,200,26,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_cmath.py
13,long class,213,200,24,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_abc.py
732,long class,134,200,22,20,../input_projects/multi_projects/jython/lib-python/2.7/test/regrtest.py
15,long class,228,200,19,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_memoryview.py
12,long class,243,200,17,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_rfc822.py
19,long class,868,200,81,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_re.py
63,long class,735,200,41,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_codeccallbacks.py
22,long class,754,200,24,20,../input_projects/multi_projects/jython/lib-python/2.7/test/string_tests.py
781,long class,472,200,25,20,../input_projects/multi_projects/jython/lib-python/2.7/test/string_tests.py
44,long class,133,200,21,20,../input_projects/multi_projects/jython/lib-python/2.7/test/test_symtable.py
