Line,Smell,Number of Parameters,Threshold,File
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectIfTest_serial_lazy_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectIfTest_serial_lazy_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_process_all_parallel_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_process_all_parallel_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_process_all_parallel_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_process_all_parallel_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxTest_parallel_lazy_reverse_streams_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxTest_parallel_lazy_reverse_streams_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxTest_parallel_lazy_reverse_streams_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxTest_parallel_lazy_reverse_streams_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_lazy_collect_lambda_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_lazy_collect_lambda_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_lazy_collect_lambda_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByIntTest_minByQuantity_serial_lazy_collect_lambda_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_serial_lazy_collectIntSum_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_serial_lazy_collectIntSum_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_serial_lazy_collectIntSum_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumOfIntTest_serial_lazy_collectIntSum_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_100_keys_serial_lazy_scala_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_100_keys_serial_lazy_scala_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_100_keys_serial_lazy_scala_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_100_keys_serial_lazy_scala_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_serial_lazy_scala_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_serial_lazy_scala_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_serial_lazy_scala_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_serial_lazy_scala_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SelectTest_parallel_eager_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SelectTest_parallel_eager_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SelectTest_parallel_eager_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SelectTest_parallel_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapLargeStressTest_kolobokeGet_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapLargeStressTest_kolobokeGet_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapLargeStressTest_kolobokeGet_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapLargeStressTest_kolobokeGet_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_kolobokePut_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_kolobokePut_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_kolobokePut_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_kolobokePut_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECPrimitiveEager_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECPrimitiveEager_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECPrimitiveEager_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_sumECPrimitiveEager_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByDoubleTest_maxByMarketValue_serial_lazy_direct_lambda_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByDoubleTest_maxByMarketValue_serial_lazy_direct_lambda_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByDoubleTest_maxByMarketValue_serial_lazy_direct_lambda_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByDoubleTest_maxByMarketValue_serial_lazy_direct_lambda_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_process_none_serial_lazy_streams_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_process_none_serial_lazy_streams_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_process_none_serial_lazy_streams_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_process_none_serial_lazy_streams_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_short_circuit_middle_parallel_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_short_circuit_middle_parallel_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_short_circuit_middle_parallel_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/NoneSatisfyTest_short_circuit_middle_parallel_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxTest_serial_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxTest_serial_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxTest_serial_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxTest_serial_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_scala_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_scala_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_scala_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_parallel_lazy_scala_jmhTest.java
116,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateInPlaceByProduct_serial_eager_ec_jmhTest.java
185,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateInPlaceByProduct_serial_eager_ec_jmhTest.java
255,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateInPlaceByProduct_serial_eager_ec_jmhTest.java
323,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateInPlaceByProduct_serial_eager_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_serial_eager_ec_hand_coded_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_serial_eager_ec_hand_coded_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_serial_eager_ec_hand_coded_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_serial_eager_ec_hand_coded_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalCategory_serial_eager_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalCategory_serial_eager_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalCategory_serial_eager_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalCategory_serial_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapSmallStressTest_jdkGet_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapSmallStressTest_jdkGet_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapSmallStressTest_jdkGet_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapSmallStressTest_jdkGet_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByCategory_parallel_lazy_streams_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByCategory_parallel_lazy_streams_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByCategory_parallel_lazy_streams_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByCategory_parallel_lazy_streams_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapSmallStressTest_kolobokeRemove_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapSmallStressTest_kolobokeRemove_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapSmallStressTest_kolobokeRemove_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapSmallStressTest_kolobokeRemove_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_jdkRemove_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_jdkRemove_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_jdkRemove_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapLargeStressTest_jdkRemove_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceSetTest_parallel_lazy_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceSetTest_parallel_lazy_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceSetTest_parallel_lazy_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceSetTest_parallel_lazy_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapSmallStressTest_kolobokePut_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapSmallStressTest_kolobokePut_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapSmallStressTest_kolobokePut_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/LongLongMapSmallStressTest_kolobokePut_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalAccount_parallel_eager_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalAccount_parallel_eager_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalAccount_parallel_eager_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByBigDecimalTest_sumByBigDecimalAccount_parallel_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapSmallStressTest_kolobokeGet_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapSmallStressTest_kolobokeGet_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapSmallStressTest_kolobokeGet_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntIntMapSmallStressTest_kolobokeGet_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_2_keys_serial_lazy_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_2_keys_serial_lazy_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_2_keys_serial_lazy_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupBySetTest_groupBy_2_keys_serial_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_serial_eager_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_serial_eager_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_serial_eager_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinByDoubleTest_minByMarketValue_serial_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/RejectTest_serial_lazy_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/RejectTest_serial_lazy_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/RejectTest_serial_lazy_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/RejectTest_serial_lazy_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_100_keys_serial_lazy_jdk_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_100_keys_serial_lazy_jdk_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_100_keys_serial_lazy_jdk_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/GroupByListTest_groupBy_100_keys_serial_lazy_jdk_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByProduct_parallel_lazy_jdk_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByProduct_parallel_lazy_jdk_jmhTest.java
